WKT,CGI
"POLYGON ((116.3930172413793 39.97659991950435, 116.3987931034483 39.97326522398404, 116.3987931034483 39.96659583294339, 116.3930172413793 39.96326113742307, 116.3872413793103 39.96659583294339, 116.3872413793103 39.97326522398404, 116.3930172413793 39.97659991950435))",1010
"POLYGON ((116.4045689655172 39.97659991950435, 116.4103448275862 39.97326522398404, 116.4103448275862 39.96659583294339, 116.4045689655172 39.96326113742307, 116.3987931034483 39.96659583294339, 116.3987931034483 39.97326522398404, 116.4045689655172 39.97659991950435))",1011
"POLYGON ((116.4161206896552 39.97659991950435, 116.4218965517241 39.97326522398404, 116.4218965517241 39.96659583294339, 116.4161206896552 39.96326113742307, 116.4103448275862 39.96659583294339, 116.4103448275862 39.97326522398404, 116.4161206896552 39.97659991950435))",1012
"POLYGON ((116.4276724137931 39.97659991950435, 116.4334482758621 39.97326522398404, 116.4334482758621 39.96659583294339, 116.4276724137931 39.96326113742307, 116.4218965517241 39.96659583294339, 116.4218965517241 39.97326522398404, 116.4276724137931 39.97659991950435))",1013
"POLYGON ((116.439224137931 39.97659991950435, 116.445 39.97326522398404, 116.445 39.96659583294339, 116.439224137931 39.96326113742307, 116.4334482758621 39.96659583294339, 116.4334482758621 39.97326522398404, 116.439224137931 39.97659991950435))",1014
"POLYGON ((116.450775862069 39.97659991950435, 116.4565517241379 39.97326522398404, 116.4565517241379 39.96659583294339, 116.450775862069 39.96326113742307, 116.445 39.96659583294339, 116.445 39.97326522398404, 116.450775862069 39.97659991950435))",1015
"POLYGON ((116.4623275862069 39.97659991950435, 116.4681034482759 39.97326522398404, 116.4681034482759 39.96659583294339, 116.4623275862069 39.96326113742307, 116.4565517241379 39.96659583294339, 116.4565517241379 39.97326522398404, 116.4623275862069 39.97659991950435))",1016
"POLYGON ((116.4738793103448 39.97659991950435, 116.4796551724138 39.97326522398404, 116.4796551724138 39.96659583294339, 116.4738793103448 39.96326113742307, 116.4681034482759 39.96659583294339, 116.4681034482759 39.97326522398404, 116.4738793103448 39.97659991950435))",1017
"POLYGON ((116.4854310344828 39.97659991950435, 116.4912068965517 39.97326522398404, 116.4912068965517 39.96659583294339, 116.4854310344828 39.96326113742307, 116.4796551724138 39.96659583294339, 116.4796551724138 39.97326522398404, 116.4854310344828 39.97659991950435))",1018
"POLYGON ((116.4969827586207 39.97659991950435, 116.5027586206897 39.97326522398404, 116.5027586206897 39.96659583294339, 116.4969827586207 39.96326113742307, 116.4912068965517 39.96659583294339, 116.4912068965517 39.97326522398404, 116.4969827586207 39.97659991950435))",1019
"POLYGON ((116.5085344827586 39.97659991950435, 116.5143103448276 39.97326522398404, 116.5143103448276 39.96659583294339, 116.5085344827586 39.96326113742307, 116.5027586206896 39.96659583294339, 116.5027586206896 39.97326522398404, 116.5085344827586 39.97659991950435))",1020
"POLYGON ((116.5200862068966 39.97659991950435, 116.5258620689655 39.97326522398404, 116.5258620689655 39.96659583294339, 116.5200862068966 39.96326113742307, 116.5143103448276 39.96659583294339, 116.5143103448276 39.97326522398404, 116.5200862068966 39.97659991950435))",1021
"POLYGON ((116.5316379310345 39.97659991950435, 116.5374137931035 39.97326522398404, 116.5374137931035 39.96659583294339, 116.5316379310345 39.96326113742307, 116.5258620689655 39.96659583294339, 116.5258620689655 39.97326522398404, 116.5316379310345 39.97659991950435))",1022
"POLYGON ((116.5431896551724 39.97659991950435, 116.5489655172414 39.97326522398404, 116.5489655172414 39.96659583294339, 116.5431896551724 39.96326113742307, 116.5374137931034 39.96659583294339, 116.5374137931034 39.97326522398404, 116.5431896551724 39.97659991950435))",1023
"POLYGON ((116.5547413793103 39.97659991950435, 116.5605172413793 39.97326522398404, 116.5605172413793 39.96659583294339, 116.5547413793103 39.96326113742307, 116.5489655172414 39.96659583294339, 116.5489655172414 39.97326522398404, 116.5547413793103 39.97659991950435))",1024
"POLYGON ((116.5662931034483 39.97659991950435, 116.5720689655172 39.97326522398404, 116.5720689655172 39.96659583294339, 116.5662931034483 39.96326113742307, 116.5605172413793 39.96659583294339, 116.5605172413793 39.97326522398404, 116.5662931034483 39.97659991950435))",1025
"POLYGON ((116.5778448275862 39.97659991950435, 116.5836206896552 39.97326522398404, 116.5836206896552 39.96659583294339, 116.5778448275862 39.96326113742307, 116.5720689655172 39.96659583294339, 116.5720689655172 39.97326522398404, 116.5778448275862 39.97659991950435))",1026
"POLYGON ((116.5893965517241 39.97659991950435, 116.5951724137931 39.97326522398404, 116.5951724137931 39.96659583294339, 116.5893965517241 39.96326113742307, 116.5836206896552 39.96659583294339, 116.5836206896552 39.97326522398404, 116.5893965517241 39.97659991950435))",1027
"POLYGON ((116.6009482758621 39.97659991950435, 116.606724137931 39.97326522398404, 116.606724137931 39.96659583294339, 116.6009482758621 39.96326113742307, 116.5951724137931 39.96659583294339, 116.5951724137931 39.97326522398404, 116.6009482758621 39.97659991950435))",1028
"POLYGON ((116.6125 39.97659991950435, 116.618275862069 39.97326522398404, 116.618275862069 39.96659583294339, 116.6125 39.96326113742307, 116.606724137931 39.96659583294339, 116.606724137931 39.97326522398404, 116.6125 39.97659991950435))",1029
"POLYGON ((116.6240517241379 39.97659991950435, 116.6298275862069 39.97326522398404, 116.6298275862069 39.96659583294339, 116.6240517241379 39.96326113742307, 116.618275862069 39.96659583294339, 116.618275862069 39.97326522398404, 116.6240517241379 39.97659991950435))",1030
"POLYGON ((116.6356034482759 39.97659991950435, 116.6413793103448 39.97326522398404, 116.6413793103448 39.96659583294339, 116.6356034482759 39.96326113742307, 116.6298275862069 39.96659583294339, 116.6298275862069 39.97326522398404, 116.6356034482759 39.97659991950435))",1031
"POLYGON ((116.6471551724138 39.97659991950435, 116.6529310344828 39.97326522398404, 116.6529310344828 39.96659583294339, 116.6471551724138 39.96326113742307, 116.6413793103448 39.96659583294339, 116.6413793103448 39.97326522398404, 116.6471551724138 39.97659991950435))",1032
"POLYGON ((116.6587068965517 39.97659991950435, 116.6644827586207 39.97326522398404, 116.6644827586207 39.96659583294339, 116.6587068965517 39.96326113742307, 116.6529310344827 39.96659583294339, 116.6529310344827 39.97326522398404, 116.6587068965517 39.97659991950435))",1033
"POLYGON ((116.6702586206897 39.97659991950435, 116.6760344827586 39.97326522398404, 116.6760344827586 39.96659583294339, 116.6702586206897 39.96326113742307, 116.6644827586207 39.96659583294339, 116.6644827586207 39.97326522398404, 116.6702586206897 39.97659991950435))",1034
"POLYGON ((116.6818103448276 39.97659991950435, 116.6875862068966 39.97326522398404, 116.6875862068966 39.96659583294339, 116.6818103448276 39.96326113742307, 116.6760344827586 39.96659583294339, 116.6760344827586 39.97326522398404, 116.6818103448276 39.97659991950435))",1035
"POLYGON ((116.6933620689655 39.97659991950435, 116.6991379310345 39.97326522398404, 116.6991379310345 39.96659583294339, 116.6933620689655 39.96326113742307, 116.6875862068965 39.96659583294339, 116.6875862068965 39.97326522398404, 116.6933620689655 39.97659991950435))",1036
"POLYGON ((116.7049137931034 39.97659991950435, 116.7106896551724 39.97326522398404, 116.7106896551724 39.96659583294339, 116.7049137931034 39.96326113742307, 116.6991379310345 39.96659583294339, 116.6991379310345 39.97326522398404, 116.7049137931034 39.97659991950435))",1037
"POLYGON ((116.7164655172414 39.97659991950435, 116.7222413793103 39.97326522398404, 116.7222413793103 39.96659583294339, 116.7164655172414 39.96326113742307, 116.7106896551724 39.96659583294339, 116.7106896551724 39.97326522398404, 116.7164655172414 39.97659991950435))",1038
"POLYGON ((116.7280172413793 39.97659991950435, 116.7337931034483 39.97326522398404, 116.7337931034483 39.96659583294339, 116.7280172413793 39.96326113742307, 116.7222413793103 39.96659583294339, 116.7222413793103 39.97326522398404, 116.7280172413793 39.97659991950435))",1039
"POLYGON ((116.7395689655172 39.97659991950435, 116.7453448275862 39.97326522398404, 116.7453448275862 39.96659583294339, 116.7395689655172 39.96326113742307, 116.7337931034483 39.96659583294339, 116.7337931034483 39.97326522398404, 116.7395689655172 39.97659991950435))",1040
"POLYGON ((116.7511206896552 39.97659991950435, 116.7568965517241 39.97326522398404, 116.7568965517241 39.96659583294339, 116.7511206896552 39.96326113742307, 116.7453448275862 39.96659583294339, 116.7453448275862 39.97326522398404, 116.7511206896552 39.97659991950435))",1041
"POLYGON ((116.7626724137931 39.97659991950435, 116.7684482758621 39.97326522398404, 116.7684482758621 39.96659583294339, 116.7626724137931 39.96326113742307, 116.7568965517241 39.96659583294339, 116.7568965517241 39.97326522398404, 116.7626724137931 39.97659991950435))",1042
"POLYGON ((116.774224137931 39.97659991950435, 116.78 39.97326522398404, 116.78 39.96659583294339, 116.774224137931 39.96326113742307, 116.7684482758621 39.96659583294339, 116.7684482758621 39.97326522398404, 116.774224137931 39.97659991950435))",1043
"POLYGON ((116.11 39.96659583294339, 116.115775862069 39.96326113742307, 116.115775862069 39.95659174638243, 116.11 39.95325705086211, 116.11 39.96659583294339))",1044
"POLYGON ((116.1215517241379 39.96659583294339, 116.1273275862069 39.96326113742307, 116.1273275862069 39.95659174638243, 116.1215517241379 39.95325705086211, 116.115775862069 39.95659174638243, 116.115775862069 39.96326113742307, 116.1215517241379 39.96659583294339))",1045
"POLYGON ((116.1331034482759 39.96659583294339, 116.1388793103448 39.96326113742307, 116.1388793103448 39.95659174638243, 116.1331034482759 39.95325705086211, 116.1273275862069 39.95659174638243, 116.1273275862069 39.96326113742307, 116.1331034482759 39.96659583294339))",1046
"POLYGON ((116.1446551724138 39.96659583294339, 116.1504310344828 39.96326113742307, 116.1504310344828 39.95659174638243, 116.1446551724138 39.95325705086211, 116.1388793103448 39.95659174638243, 116.1388793103448 39.96326113742307, 116.1446551724138 39.96659583294339))",1047
"POLYGON ((116.1562068965517 39.96659583294339, 116.1619827586207 39.96326113742307, 116.1619827586207 39.95659174638243, 116.1562068965517 39.95325705086211, 116.1504310344828 39.95659174638243, 116.1504310344828 39.96326113742307, 116.1562068965517 39.96659583294339))",1048
"POLYGON ((116.1677586206897 39.96659583294339, 116.1735344827586 39.96326113742307, 116.1735344827586 39.95659174638243, 116.1677586206897 39.95325705086211, 116.1619827586207 39.95659174638243, 116.1619827586207 39.96326113742307, 116.1677586206897 39.96659583294339))",1049
"POLYGON ((116.1793103448276 39.96659583294339, 116.1850862068966 39.96326113742307, 116.1850862068966 39.95659174638243, 116.1793103448276 39.95325705086211, 116.1735344827586 39.95659174638243, 116.1735344827586 39.96326113742307, 116.1793103448276 39.96659583294339))",1050
"POLYGON ((116.1908620689655 39.96659583294339, 116.1966379310345 39.96326113742307, 116.1966379310345 39.95659174638243, 116.1908620689655 39.95325705086211, 116.1850862068965 39.95659174638243, 116.1850862068965 39.96326113742307, 116.1908620689655 39.96659583294339))",1051
"POLYGON ((116.2024137931034 39.96659583294339, 116.2081896551724 39.96326113742307, 116.2081896551724 39.95659174638243, 116.2024137931034 39.95325705086211, 116.1966379310345 39.95659174638243, 116.1966379310345 39.96326113742307, 116.2024137931034 39.96659583294339))",1052
"POLYGON ((116.2139655172414 39.96659583294339, 116.2197413793103 39.96326113742307, 116.2197413793103 39.95659174638243, 116.2139655172414 39.95325705086211, 116.2081896551724 39.95659174638243, 116.2081896551724 39.96326113742307, 116.2139655172414 39.96659583294339))",1053
"POLYGON ((116.2255172413793 39.96659583294339, 116.2312931034483 39.96326113742307, 116.2312931034483 39.95659174638243, 116.2255172413793 39.95325705086211, 116.2197413793103 39.95659174638243, 116.2197413793103 39.96326113742307, 116.2255172413793 39.96659583294339))",1054
"POLYGON ((116.2370689655172 39.96659583294339, 116.2428448275862 39.96326113742307, 116.2428448275862 39.95659174638243, 116.2370689655172 39.95325705086211, 116.2312931034483 39.95659174638243, 116.2312931034483 39.96326113742307, 116.2370689655172 39.96659583294339))",1055
"POLYGON ((116.2486206896552 39.96659583294339, 116.2543965517241 39.96326113742307, 116.2543965517241 39.95659174638243, 116.2486206896552 39.95325705086211, 116.2428448275862 39.95659174638243, 116.2428448275862 39.96326113742307, 116.2486206896552 39.96659583294339))",1056
"POLYGON ((116.2601724137931 39.96659583294339, 116.2659482758621 39.96326113742307, 116.2659482758621 39.95659174638243, 116.2601724137931 39.95325705086211, 116.2543965517241 39.95659174638243, 116.2543965517241 39.96326113742307, 116.2601724137931 39.96659583294339))",1057
"POLYGON ((116.271724137931 39.96659583294339, 116.2775 39.96326113742307, 116.2775 39.95659174638243, 116.271724137931 39.95325705086211, 116.2659482758621 39.95659174638243, 116.2659482758621 39.96326113742307, 116.271724137931 39.96659583294339))",1058
"POLYGON ((116.283275862069 39.96659583294339, 116.2890517241379 39.96326113742307, 116.2890517241379 39.95659174638243, 116.283275862069 39.95325705086211, 116.2775 39.95659174638243, 116.2775 39.96326113742307, 116.283275862069 39.96659583294339))",1059
"POLYGON ((116.2948275862069 39.96659583294339, 116.3006034482759 39.96326113742307, 116.3006034482759 39.95659174638243, 116.2948275862069 39.95325705086211, 116.2890517241379 39.95659174638243, 116.2890517241379 39.96326113742307, 116.2948275862069 39.96659583294339))",1060
"POLYGON ((116.3063793103448 39.96659583294339, 116.3121551724138 39.96326113742307, 116.3121551724138 39.95659174638243, 116.3063793103448 39.95325705086211, 116.3006034482759 39.95659174638243, 116.3006034482759 39.96326113742307, 116.3063793103448 39.96659583294339))",1061
"POLYGON ((116.3179310344828 39.96659583294339, 116.3237068965517 39.96326113742307, 116.3237068965517 39.95659174638243, 116.3179310344828 39.95325705086211, 116.3121551724138 39.95659174638243, 116.3121551724138 39.96326113742307, 116.3179310344828 39.96659583294339))",1062
"POLYGON ((116.3294827586207 39.96659583294339, 116.3352586206897 39.96326113742307, 116.3352586206897 39.95659174638243, 116.3294827586207 39.95325705086211, 116.3237068965517 39.95659174638243, 116.3237068965517 39.96326113742307, 116.3294827586207 39.96659583294339))",1063
"POLYGON ((116.3410344827586 39.96659583294339, 116.3468103448276 39.96326113742307, 116.3468103448276 39.95659174638243, 116.3410344827586 39.95325705086211, 116.3352586206896 39.95659174638243, 116.3352586206896 39.96326113742307, 116.3410344827586 39.96659583294339))",1064
"POLYGON ((116.3525862068965 39.96659583294339, 116.3583620689655 39.96326113742307, 116.3583620689655 39.95659174638243, 116.3525862068965 39.95325705086211, 116.3468103448276 39.95659174638243, 116.3468103448276 39.96326113742307, 116.3525862068965 39.96659583294339))",1065
"POLYGON ((116.3641379310345 39.96659583294339, 116.3699137931034 39.96326113742307, 116.3699137931034 39.95659174638243, 116.3641379310345 39.95325705086211, 116.3583620689655 39.95659174638243, 116.3583620689655 39.96326113742307, 116.3641379310345 39.96659583294339))",1066
